q_produto,q_reagente_116,q_reagente_158,q_reagente_18,q_reagente_199,q_reagente_219,q_reagente_226,q_reagente_263,q_reagente_273,q_reagente_278,q_reagente_296,q_reagente_311,q_reagente_337,q_reagente_495,q_reagente_511,q_reagente_519,q_reagente_527,q_reagente_575,q_reagente_6,q_reagente_607,q_reagente_652,q_reagente_804,q_reagente_875,q_reagente_881,q_reagente_964
3428.673521933373,92.13703467836015,14.079712032684863,28.64395000253585,25.372275808779627,18.289845544209513,17.07607217653028,2.9015023711018206,14.742737802007664,99.54586094490843,19.102936233941467,181.8025284230277,111.60370622722984,3.774150928980463,79.74800124186616,72.3395980899468,35.637056421610474,24.995370472462028,49.28979414668115,27.811497064855747,25.76470094385146,402.29323395824196,22.804591035464412,25.716139323664045,2.6915698413597937
3948.229589845924,56.83977011673883,13.803081783073209,42.5575601483616,25.18408171788873,21.905475321857583,17.712958147560997,5.556623210328504,3.3846058083320205,155.4770820946562,39.45890333076349,128.1192556853308,165.88842001804477,8.219947310850726,77.42207473250205,71.83627392282862,9.700494733964579,27.524264619312596,66.76503900836634,34.779973369158526,18.43796941386918,116.75104746306656,0.0,19.688558916887104,4.9974871570226505
4331.650197922953,77.56616388324684,14.406301111970023,29.468819194588054,22.124179283995677,19.858403661063853,17.51586545196519,4.053365697746737,10.054049434534674,143.70500757407495,28.831846745914696,203.86967362182634,156.61359221287154,4.394076782616734,92.03895084679688,63.65257996776714,19.945071083924176,26.505182249870657,39.582031907451466,26.960548006556436,15.038279318976196,229.53618706303078,11.46097591801667,26.045952140456215,2.4099848746335986
4530.153671117514,100.46323711793667,18.494555094799026,23.825063891945,16.914770393961604,22.21033053817475,17.416410192241997,5.780492214504365,17.42198525897917,181.78660935248246,32.875308376095624,128.67552242680907,193.5024308573962,6.08112227326605,76.66329281021726,49.7200416062171,25.430917465768474,27.53288820696308,45.95173158600468,32.82072713734735,20.077703440113176,289.93126137986263,25.243308820972658,19.865627495464842,4.349158940882919
4699.087740889277,82.7956638565582,17.3473224032483,24.40241859224363,24.93548499790287,22.40028410937991,16.74193260886384,5.919983732278187,11.736824337788127,161.37981533716817,37.81942227762187,185.93791129161826,172.98756660677597,6.137392024223725,82.71863265458454,71.17140322235728,22.102091570200912,27.705268823571046,43.65547355773677,30.476209237632283,36.56312272572738,253.2833727302706,24.863983139410543,20.99460599866797,3.573341648012697
3768.6547830488767,117.9022195016927,15.912036613815788,37.0529238122094,18.49171657334546,19.947933020410563,17.212331427164663,4.119111164606645,23.033589053496755,127.96484236281624,33.49081794167813,123.20062444707492,140.02736710419788,7.732848220433961,82.68672366947587,53.93757637880848,33.00747141589715,25.984954084694635,46.90010146359329,28.719814733909917,26.65787465500896,373.34346562931347,34.045759388863544,17.365231449163655,2.9921384807194857
4506.826654200845,107.38457193633323,11.237851162562562,49.16733447190013,21.557603766560632,20.815982817293534,17.466622338193424,4.7565594784353085,19.649167320142276,140.44446246250394,49.38286940142757,183.27093191209565,152.12565108909087,3.0037712038859037,58.54637151396274,62.137276543134796,27.997131133586446,26.472113903108884,59.41326931331453,23.35913616987861,16.129627880056326,318.1833585755976,26.44141622626266,20.628924419787122,1.2182526289630768
4112.619078874355,69.43865478644784,6.666012232413335,37.02454315066357,29.114715572881753,18.56408854442146,17.48158321060533,3.1028914373652468,7.438738524532464,149.94564785918115,45.7550808209383,97.69186320097755,160.5115321036541,3.451898036033255,76.35303813983847,82.34873476549045,27.724299236092374,25.059692711167365,76.01438088528514,42.59898095166763,36.70680736000106,315.1796830115697,21.54645077041083,28.419914025079926,7.584851193070825
4482.451435139552,93.54059085171322,13.674348815061421,32.379226706020184,20.51129520467925,21.674589929892274,17.451683069239245,5.387073601165013,15.194381193513303,168.98646104024326,65.20283577717782,55.89226223126953,180.2577558505507,7.325005235842138,79.84613937669525,59.33892945920388,32.49581574088832,27.427813421239954,42.54693126675627,29.331596734362698,34.16227698461715,367.71051852035737,24.751846989826504,22.416458110691988,3.1945814031965067
4010.264364913327,99.97494870923295,21.8091271033535,27.45922199808591,22.491865288856715,24.532503979117365,17.092174599802632,7.48576943438504,17.264861349636092,151.01207094320543,26.9132371767527,138.47054267402063,163.249730016224,5.161185683911338,78.95123233285534,64.63595437278491,25.07057240452172,29.58572575987104,35.83192952979311,28.998297409629114,17.49143124436825,285.96413119814133,27.13083562837005,19.29525782758655,3.08429033659313
4345.575434518561,108.58684044120349,17.167866468963176,10.21474345243925,28.216990530473495,19.395616919522077,17.84382154973039,3.713520415693362,20.036039349455365,148.73263118658568,42.66845380559454,134.19508793848814,160.15662692392775,7.092132520772295,81.29131238839399,79.94777357094782,31.796421204220078,25.593048128636006,9.505622564126163,27.12699587425962,16.181892814838776,360.0107066629455,28.75115425080122,21.374842269306377,2.465063632676435
4873.201220379157,58.47274896002838,15.243481203940357,42.33170135351526,20.335368947136445,24.836474725863855,16.679682257925776,7.708988932462883,3.9100739848413504,164.9739414157137,44.11877050423955,204.60126476762548,178.79676023952135,4.959415806499596,86.88895109719229,58.868415551818316,39.78933541518754,29.212516618341105,78.23992905608458,37.66154044768079,24.620119708465058,448.00672663482635,15.030906076149204,31.474768920164053,5.951017761482865
3912.497140618852,113.66148884885675,10.877180237454779,17.707344229572776,21.08406557315607,24.175862163335562,18.19030491892149,7.223871182778682,21.668985334122173,117.57652736738885,35.03823518577198,192.11950079124364,128.15051755812735,7.032217438249737,68.28830771796513,60.870800982368245,36.722375892890796,29.12170088085425,51.318347097931415,33.84958629693588,20.965020759257765,414.24179131165494,26.747206300782686,22.86399109227615,4.689615598532544
4563.525237565938,121.90591579961915,18.292232536206228,48.94175929739198,23.007051902035208,20.914923202296528,17.444431240756522,4.829215888028617,24.3219186614484,151.84827657869903,39.45005979547218,167.43246945875393,163.69889900334115,5.108892651900305,108.1546972852936,66.01381842665062,9.045206165728292,26.764944271649917,72.55579748632408,21.43759605569044,23.00545804600101,109.53680939971494,39.2151017599381,19.872904512712164,0.5824016296117049
3950.3703056135323,116.87929238048162,15.036132344346546,39.000620457334776,21.951658670328477,19.278039208474127,17.221372996757975,3.627177772770708,22.704426400046863,104.26745131584734,48.0891391707374,152.8927990522905,116.68124225085778,7.153088555115215,66.7742246673936,63.19117443811583,26.262946511981173,25.69862678292111,40.882883561487816,39.33378620754254,8.756745497142749,299.09128019593544,30.999476108493745,25.327269303745318,6.504375523685201
3992.818331541496,109.0522845496768,23.950181528393724,14.0713407063273,26.966136003262413,22.719158710112204,17.706642674065986,6.154147805917149,20.18581230453774,130.88056493501114,25.997013986010714,176.93581154622336,142.52689752522147,3.973819503207438,83.4417279593361,76.60236931242878,24.05608663861482,27.814681351645753,68.25852426992338,31.203883037975714,28.028733895143485,274.7954000743367,35.999825763130325,15.16497901968505,3.8141339737798146
4314.889119158735,115.37531778229585,10.87420291129197,33.68391569783023,16.15858974334271,24.67457987763831,17.45638559071937,7.590102206851638,22.220469860822494,128.27211494790603,29.991454140303105,223.229398885914,140.13244678816832,6.443704067364259,72.16688979596123,47.69764018881931,19.36627642540841,29.4014304843898,59.60885707952965,35.96153611286101,34.725262933654726,223.16408985467024,28.807160154929846,18.31235352720901,5.3884744936034386
4182.985277075764,95.01520178611233,7.7295280534749935,41.41249019002112,36.95071705396438,22.207153914608377,17.21918740649837,5.778159475825866,15.668888944757954,131.81540205275223,51.97778453725825,142.3737419335379,144.1301604893973,6.227260475205922,84.35549936206809,103.30608204633185,25.74470389457444,27.95987117375769,72.56805082885967,36.901912243943265,26.128929998350024,293.3858157673259,24.380736561783458,15.743556351173162,5.699651501202601
3823.9701419520447,112.25582794024763,6.22201082258537,6.1632427738686175,32.02831591582015,22.235050190094523,17.62998376201454,5.79864497543038,21.2166646702798,102.98164346458626,44.17531682635156,163.65648229689552,114.82346425953857,5.766369382843129,73.50725230669435,90.14114450047461,45.70830321529353,27.897416425566426,29.70376820058462,35.83681428257521,22.92304006854824,513.170144507668,22.694582964698405,27.723524056682045,5.347203171791005
4178.231119639038,98.77388547595129,13.787023137319006,26.770844480158914,26.320569636238606,21.071813389495702,17.197502214991047,4.944427464191062,16.878377158699763,132.6323413571571,35.54688535364204,187.9339999951938,143.92266166302792,6.0292823190174305,90.96274224770039,74.87580525048837,13.288869132431017,26.924836970961547,69.38564302816403,36.06945378311906,15.372143430067007,156.25637141622065,31.867443827106804,19.00396816857061,5.424185201891328
3312.1306791468833,98.57273897572676,11.3072328234224,19.98106626798777,35.41019223039225,21.313564341383973,17.69629801580467,5.121956146532807,16.81365122234207,76.77632517057941,51.90364796081407,120.27646664845932,88.5755032595199,6.329620690312732,89.01824717665315,99.1859560100747,32.10184212917863,27.206720287455916,50.14817791123593,29.323931556477906,24.290113347908374,363.3731630966209,25.16529139145762,20.370891321272094,3.192044942478219
4548.06818632507,91.3400250673432,11.867248218267953,46.597798887083584,32.119457793210785,19.363017067396708,17.356325709952053,3.6895808665534395,14.486272025563295,135.628263300925,50.462716675059795,178.99418129251745,149.84791848499677,3.6316681302738187,94.77046376708347,90.3849030016585,14.6929350795691,25.536066630040672,33.88535991514618,40.8134548519089,18.72358796878767,171.71408957321884,32.278273600746566,19.845061571705774,6.994008177868296
4132.983820364643,119.72656554514478,19.629432232988073,38.87635425839486,30.575086216063944,20.036212621922612,17.45673987807242,4.183938877638077,23.6206363338177,115.94823414250573,36.879023220079134,187.89636271631292,128.0702394414499,5.194558097632174,71.34439608899568,86.25448884195426,26.642922679113,25.721727157739213,44.62157186157577,34.952620533604744,10.868987764671235,303.2745342018262,34.53928451859546,26.589368654983474,5.054617305510176
3521.0548150641944,114.53113376890254,7.01028951559046,6.716560042680335,21.36118518316229,25.25723128637308,17.216970276252795,8.017969547390798,21.948824067015074,115.37174338738376,40.31031841238004,68.07430606696532,128.46811870755647,7.4067297309510245,89.63385350116971,61.61195601140345,23.21633395520074,29.47584796749247,56.513518809300365,30.71098947072349,13.150056875653926,265.5503497771934,30.433839064734954,28.08229226244351,3.651032061414274
5010.558907564505,130.21782114437326,14.723672010399929,14.325247694813354,23.890701861175298,22.359988474510487,17.199290752738875,5.890392821025856,26.996565527067123,190.04478022097334,47.586262261839785,129.98339088502766,202.0590475638781,5.363919227745867,91.82602206134044,68.37713588047039,31.014765221108565,27.9005475308413,63.06338248477708,28.917604645626238,26.659260636983138,351.40525767581124,29.788299746841716,18.95423736776769,3.0575885392937643
4397.02055565294,102.87543978986389,19.913163329992663,32.14058974460787,37.779528450530265,23.607588834042044,16.674091084298766,6.806562317719653,18.198196013084925,176.8456230756505,38.21423402678142,85.29946206103712,188.90691395852022,4.616211042262078,82.37173025429976,105.52273403524272,20.865328835389477,28.71994945067916,67.23932389386863,31.6178307379876,19.922934503365635,239.6675380746685,23.56851051569295,18.079081298806486,3.951112149144612
4438.092718441486,65.50340882395429,13.52449085752322,28.258185858390664,21.801465367042812,22.563400179140324,18.150450504181798,6.039767256219444,6.172435211097234,142.98858282703515,40.0232020356639,196.3494464787298,155.4410971733194,5.427493878134628,74.68901435652992,62.78948318986718,17.24708959033201,28.286190134852802,51.4864026922517,41.21467830537831,23.75630752263319,199.83342445009828,8.246524642822488,27.351750666314008,7.126775811480524
3955.9654858133235,104.67023561030484,9.08332230318386,28.36702480428685,18.844144676405865,21.295213331311192,17.51557227144133,5.108480168000294,18.77573447345703,110.595671309392,54.430357111958614,163.21918054830817,122.28576303102398,3.6873114467301393,97.04577243760956,54.880143600776975,29.14515809320113,27.045132793706827,62.96356108269457,27.52348184882847,16.189507644016174,330.822278574,35.20164325844806,16.88151064301701,2.596263601543553
4105.656747371401,75.74322730157138,10.340204029074503,35.43831886783979,31.379722552057096,23.49314001876855,17.273514359754362,6.722517364794433,9.467455697940068,127.64102903538522,41.902066495517985,186.3806855558534,140.11013998080895,4.956812112013779,53.73329029636919,88.40648475069705,28.349298389605714,28.659151145451006,40.928003715453514,37.57133998858011,16.41448602134176,322.06045722524806,16.484285292853457,22.303872318902403,5.921169801693926
4593.53728312615,106.93870944972554,9.897669187087192,21.16699210425406,12.33767938182023,26.23549762557812,17.059824697745903,8.736354864271028,19.50569543820429,161.0906839406105,35.82627030244344,184.91249413501396,172.28756621521683,7.424319502864831,96.86235208578582,37.47863428782393,28.865909733333893,30.664234432170396,52.40166549896631,38.07257799476899,23.92107685295576,327.7479625481537,34.1765493240485,18.97725129209116,6.087032946988057
4120.851538224558,115.34632566744997,14.867082811223254,24.015844844562537,26.72033336257958,22.829346253301313,17.202907623811882,6.235063513590877,22.211140631736754,131.7924741923395,32.9031191953209,138.26987255520262,144.19684945450473,3.2655677124877833,83.18639745783011,75.94497136326117,25.43137966331414,27.93593386245668,77.57244710184864,35.07166165079172,22.929470687878208,289.9363498298805,35.66751306217533,24.65016581332676,5.094008839815574
3355.5245824048857,103.05710259295816,15.604077187422826,44.72371673863611,10.06394628092611,25.640214831318612,17.027384148170853,8.29921172477082,18.25665238701395,82.88586471876573,33.7541921195115,168.6907920369304,94.83435631094783,7.09706358825802,71.04927647758541,31.397546333154622,20.14927401470367,30.456569936040154,19.761352120845324,31.339670409338854,33.65213741082337,231.78430892458323,31.05034758293982,23.3206142152369,3.8590669601603915
